vid10_pair0_frame466.jpg,vid10_pair0_frame939.jpg,0
vid10_pair1_frame362.jpg,vid10_pair1_frame392.jpg,0
vid10_pair2_frame784.jpg,vid10_pair2_frame824.jpg,0
vid10_pair3_frame614.jpg,vid10_pair3_frame654.jpg,0
vid10_pair4_frame369.jpg,vid10_pair4_frame399.jpg,0
vid10_pair5_frame150.jpg,vid10_pair5_frame180.jpg,0
vid10_pair6_frame719.jpg,vid10_pair6_frame764.jpg,1
vid10_pair7_frame650.jpg,vid10_pair7_frame680.jpg,0
vid10_pair8_frame379.jpg,vid10_pair8_frame419.jpg,1
vid10_pair9_frame1000.jpg,vid10_pair9_frame970.jpg,0
vid1_pair0_frame250.jpg,vid1_pair0_frame310.jpg,0
vid1_pair1_frame423.jpg,vid1_pair1_frame438.jpg,1
vid1_pair2_frame378.jpg,vid1_pair2_frame393.jpg,1
vid1_pair3_frame504.jpg,vid1_pair3_frame549.jpg,1
vid1_pair4_frame189.jpg,vid1_pair4_frame204.jpg,1
vid1_pair5_frame360.jpg,vid1_pair5_frame390.jpg,0
vid1_pair6_frame272.jpg,vid1_pair6_frame302.jpg,1
vid1_pair7_frame28.jpg,vid1_pair7_frame73.jpg,1
vid1_pair8_frame13.jpg,vid1_pair8_frame43.jpg,0
vid1_pair9_frame265.jpg,vid1_pair9_frame280.jpg,0
vid2_pair0_frame157.jpg,vid2_pair0_frame68.jpg,0
vid2_pair1_frame11.jpg,vid2_pair1_frame51.jpg,1
vid2_pair2_frame437.jpg,vid2_pair2_frame467.jpg,1
vid2_pair3_frame109.jpg,vid2_pair3_frame69.jpg,0
vid2_pair4_frame488.jpg,vid2_pair4_frame533.jpg,0
vid2_pair5_frame308.jpg,vid2_pair5_frame348.jpg,0
vid2_pair6_frame184.jpg,vid2_pair6_frame281.jpg,1
vid2_pair7_frame594.jpg,vid2_pair7_frame639.jpg,0
vid2_pair8_frame294.jpg,vid2_pair8_frame309.jpg,1
vid2_pair9_frame138.jpg,vid2_pair9_frame98.jpg,0
vid3_pair0_frame482.jpg,vid3_pair0_frame542.jpg,0
vid3_pair1_frame60.jpg,vid3_pair1_frame90.jpg,1
vid3_pair2_frame144.jpg,vid3_pair2_frame174.jpg,1
vid3_pair3_frame15.jpg,vid3_pair3_frame75.jpg,1
vid3_pair4_frame647.jpg,vid3_pair4_frame662.jpg,1
vid3_pair5_frame50.jpg,vid3_pair5_frame65.jpg,1
vid3_pair6_frame204.jpg,vid3_pair6_frame234.jpg,0
vid3_pair7_frame620.jpg,vid3_pair7_frame754.jpg,1
vid3_pair8_frame451.jpg,vid3_pair8_frame511.jpg,0
vid3_pair9_frame224.jpg,vid3_pair9_frame269.jpg,0
vid4_pair0_frame750.jpg,vid4_pair0_frame790.jpg,1
